#pfamid seq_len neff distprob_norm distprob_raw estimated_tmscore probability_tmscore_gt_05
PF12792 207 633 -0.11297 -179.17 0.62716 0.83539
PF12794 338 289 -0.06341 -270.0 0.4154 0.25817
PF12803 325 56 -0.05421 -204.65 0.36095 0.12778
PF12805 280 1241 -0.1179 -280.6 0.69221 0.89985
PF12807 212 255 -0.07903 -148.42 0.43742 0.3292
PF12810 311 126 -0.07013 -252.1 0.44175 0.33802
PF12816 204 258 -0.10743 -153.19 0.57028 0.72111
PF12821 129 1958 -0.1624 -122.29 0.73171 0.94862
PF12823 98 730 -0.16502 -69.31 0.6698 0.87681
PF12825 335 174 -0.10143 -222.94 0.50793 0.53862
PF12828 128 146 -0.09573 -76.59 0.4453 0.34929
PF12843 66 140 -0.17537 -39.98 0.7011 0.85694
PF12856 129 28 -0.07164 -68.06 0.3505 0.16177
PF12863 216 82 -0.06888 -156.69 0.40759 0.24304
PF12868 139 41 -0.05582 -15.46 0.24524 0.06108
PF12873 275 148 -0.07569 -228.19 0.46929 0.42394
PF12878 177 466 -0.08926 -118.89 0.45655 0.38634
PF12879 137 31 -0.06454 -58.02 0.2869 0.10321
PF12881 732 31 -0.04726 -533.31 0.29029 0.01403
PF12887 193 359 -0.08767 -142.72 0.47598 0.45125
PF12915 163 333 -0.14204 -159.51 0.70664 0.93033
PF12922 165 239 -0.15118 -191.85 0.7619 0.96668
PF12926 89 30 -0.07507 -10.28 0.29924 0.11623
PF12927 78 148 -0.11564 -11.45 0.45636 0.37664
PF12929 452 198 -0.06587 -392.31 0.39421 0.19581
PF12935 233 83 -0.05859 -113.89 0.32681 0.11183
PF12936 89 150 -0.0709 -18.29 0.2898 0.10728
PF12938 237 18 -0.06124 -103.62 0.32632 0.1113
PF12948 123 47 -0.09183 -64.46 0.42129 0.28137
PF12952 178 211 -0.09902 -132.1 0.51161 0.56149
PF12953 130 137 -0.12324 -121.4 0.63999 0.84759
PF12954 492 73 -0.06455 -338.1 0.3536 0.10803
PF12957 96 495 -0.11249 -59.4 0.51625 0.56148
PF12959 95 98 -0.14142 -67.74 0.62924 0.81374
PF12960 127 86 -0.12654 -106.68 0.63021 0.82836
PF12966 89 337 -0.21306 -81.82 0.78563 0.93998
PF12982 318 123 -0.09564 -365.56 0.65496 0.80152
PF12983 185 30 -0.07678 -101.66 0.38643 0.19681
PF12984 111 199 -0.08202 -57.33 0.39226 0.213
PF12986 93 160 -0.12924 -64.62 0.59511 0.74721
PF12987 318 142 -0.08644 -258.46 0.4988 0.50467
PF12989 68 27 -0.13967 -24.16 0.574 0.67259
PF12990 71 276 -0.15843 -50.86 0.65459 0.83231
PF12991 53 108 -0.07347 -4.11 0.28865 0.10857
PF12992 92 65 -0.11362 -47.27 0.49719 0.49901
PF12993 173 71 -0.09997 -113.27 0.48816 0.48854
PF12994 302 53 -0.07427 -203.59 0.42849 0.30355
PF12995 181 27 -0.08791 -105.23 0.42517 0.29265
PF12997 283 131 -0.06767 -199.71 0.41874 0.27408
PF13006 99 258 -0.12658 -66.45 0.58457 0.72808
PF13007 83 743 -0.00098 -0.05 0.22697 0.03705
PF13009 336 99 -0.06604 -207.49 0.3879 0.18942
PF13024 74 21 -0.15746 -57.63 0.65935 0.83704
PF13027 88 180 -0.17361 -90.1 0.7156 0.9091
PF13030 214 302 -0.13423 -239.74 0.75258 0.95971
PF13031 90 431 -0.12739 -50.7 0.5637 0.67868
PF13032 342 130 -0.06637 -258.26 0.41354 0.25515
PF13035 61 14 -0.2562 -27.16 0.91719 0.9814
PF13037 90 34 -0.07777 -38.81 0.3561 0.17206
PF13038 90 224 -0.13201 -41.98 0.56585 0.67769
PF13039 253 17 -0.06315 -159.45 0.3798 0.17521
PF13042 161 21 -0.08072 -97.11 0.40367 0.23643
PF13046 64 47 -0.15687 -51.14 0.659 0.82966
PF13047 148 43 -0.12717 -132.01 0.65189 0.86934
PF13048 131 38 -0.0885 -86.55 0.43026 0.30656
PF13057 232 24 -0.08327 -169.04 0.46678 0.4235
PF13060 58 20 -0.13034 -14.6 0.52825 0.55645
PF13061 65 92 -0.15528 -19.1 0.62186 0.75341
PF13075 134 36 -0.1003 -75.63 0.45547 0.38061
PF13078 125 18 -0.0848 -60.12 0.397 0.22324
PF13079 151 79 -0.10819 -125.39 0.56575 0.70145
PF13084 110 144 -0.12255 -67.4 0.55875 0.67199
PF13093 245 106 -0.05656 -139.88 0.3477 0.12513
PF13094 208 86 -0.06061 -85.4 0.30192 0.09979
PF13097 177 15 -0.04886 -52.28 0.24584 0.0575
PF13101 59 174 -0.08776 -2.19 0.37 0.18645
PF13108 114 69 -0.13274 -79.24 0.61622 0.79577
PF13111 429 123 -0.05485 -305.53 0.35464 0.1077
PF13113 54 94 -0.18086 -38.16 0.73649 0.8765
PF13116 291 2112 -0.08977 -249.19 0.53174 0.60562
PF13117 92 27 -0.08367 -44.26 0.38882 0.21231
PF13122 77 30 -0.12087 -41.46 0.52856 0.58033
PF13125 107 48 -0.22936 -86.47 0.81692 0.952
PF13127 59 193 -0.20821 -39.56 0.82253 0.9314
PF13131 54 55 -0.01395 -0.17 0.22773 0.04183
PF13135 82 10 -0.05994 -2.46 0.24928 0.06925
PF13136 335 59 -0.05534 -215.7 0.36454 0.13442
PF13139 115 76 -0.09678 -54.39 0.42868 0.30107
PF13143 87 42 -0.09869 -37.11 0.42868 0.30179
PF13146 77 280 -0.12931 -69.18 0.61099 0.77834
PF13150 86 113 -0.04652 -0.37 0.23716 0.05437
PF13157 95 31 -0.09296 -71.58 0.44583 0.35083
PF13158 116 55 -0.08644 -65.18 0.40893 0.2504
PF13159 99 30 -0.07621 -23.47 0.32217 0.13644
PF13160 123 387 -0.15016 -110.07 0.68223 0.90424
PF13162 105 133 -0.10117 -59.89 0.4548 0.376
PF13168 196 16 -0.06278 -102.58 0.33418 0.13149
PF13169 96 14 -0.04063 -11.01 0.23456 0.05098
PF13170 298 197 -0.12347 -342.37 0.75594 0.94732
PF13182 290 422 -0.11097 -259.12 0.63674 0.82453
PF13190 139 343 -0.06771 -86.67 0.35983 0.16446
PF13194 209 556 -0.13747 -226.41 0.74973 0.95893
PF13195 221 446 -0.08125 -152.26 0.44987 0.36763
PF13197 164 719 -0.13921 -138.93 0.67549 0.90427
PF13208 207 167 -0.09429 -136.25 0.48172 0.47263
PF13209 60 16 -0.08532 -8.19 0.36006 0.17976
PF13210 195 25 -0.06423 -110.92 0.35323 0.14837
PF13218 322 66 -0.06752 -253.75 0.42711 0.29509
PF13224 163 265 -0.10598 -85.21 0.47874 0.45733
PF13225 87 45 -0.09134 -25.57 0.39701 0.22538
PF13226 277 278 -0.08155 -201.03 0.46582 0.41701
PF13227 55 191 -0.20574 -10.29 0.83246 0.92476
PF13236 221 245 -0.09704 -167.0 0.53182 0.61879
PF13239 80 1130 -0.17764 -42.1 0.672 0.86097
PF13250 56 209 -0.20728 -29.23 0.82881 0.92979
PF13254 442 88 -0.05175 -243.33 0.32836 0.05727
PF13255 90 79 -0.09534 -34.13 0.41518 0.26614
PF13256 125 25 -0.13184 -85.96 0.61684 0.79959
PF13257 260 61 -0.06225 -133.09 0.35606 0.13186
PF13259 282 48 -0.05708 -148.98 0.35003 0.11769
PF13261 217 153 -0.09133 -170.7 0.51351 0.56555
PF13265 265 93 -0.07322 -215.12 0.45715 0.38837
PF13266 300 26 -0.05368 -138.02 0.32962 0.09058
PF13267 254 184 -0.06955 -200.3 0.44079 0.33857
PF13269 73 18 -0.13118 -32.01 0.55502 0.64014
PF13270 88 33 -0.09343 -26.63 0.40351 0.23918
PF13272 106 72 -0.13755 -50.48 0.59258 0.73966
PF13273 114 329 -0.1474 -66.92 0.63352 0.82781
PF13274 108 2142 -0.1357 -73.82 0.62693 0.83229
PF13280 176 6113 -0.14224 -157.88 0.71317 0.93613
PF13282 143 381 -0.10663 -69.41 0.46887 0.42241
PF13283 185 96 -0.09085 -139.28 0.48527 0.48119
PF13285 157 25 -0.06773 -92.05 0.35106 0.15791
PF13295 172 443 -0.10516 -139.96 0.56254 0.70022
PF13299 224 76 -0.0672 -116.72 0.36281 0.15092
PF13300 86 161 -0.05302 -0.53 0.24187 0.05991
PF13310 252 162 -0.10617 -175.39 0.55594 0.68352
PF13311 186 608 -0.12745 -124.01 0.61497 0.81814
PF13312 105 172 -0.09977 -65.85 0.45832 0.38662
PF13316 97 72 -0.11727 -69.07 0.54949 0.64655
PF13321 304 1518 -0.10714 -348.96 0.69185 0.88658
PF13322 176 15 -0.06082 -109.72 0.33205 0.13686
PF13323 152 126 -0.06462 -79.1 0.31577 0.12619
PF13327 163 41 -0.086 -96.75 0.41878 0.2745
PF13329 155 263 -0.10856 -130.92 0.57648 0.72896
PF13330 89 353 -0.115 -54.86 0.52362 0.57891
PF13331 108 370 -0.10931 -55.86 0.48221 0.45942
PF13332 176 1095 -0.10385 -153.69 0.57912 0.74237
PF13334 95 110 -0.00164 -0.06 0.22568 0.03645
PF13339 155 291 -0.07556 -60.52 0.36321 0.16127
PF13340 74 1213 -0.16106 -46.06 0.65106 0.84791
PF13342 60 861 -0.15316 -35.69 0.63179 0.80497
PF13346 210 1108 -0.12099 -217.06 0.70012 0.91938
PF13351 84 167 -0.10071 -25.68 0.4249 0.29011
PF13352 206 62 -0.03662 -48.63 0.23383 0.04263
PF13359 168 4818 -0.1214 -132.33 0.60994 0.81414
PF13373 151 132 -0.08687 -75.58 0.40757 0.24369
PF13376 60 1764 -0.20557 -48.31 0.73582 0.91541
PF13387 175 649 -0.11678 -170.84 0.65276 0.87335
PF13422 93 72 -0.11474 -36.26 0.48179 0.45338
PF13425 459 172 -0.0617 -325.53 0.36181 0.1247
PF13430 106 591 -0.15055 -93.94 0.67268 0.89094
PF13464 74 2378 -0.14259 -46.63 0.62376 0.81748
PF13491 181 4078 -0.12147 -144.55 0.61882 0.83034
PF13496 96 21 -0.08643 -47.37 0.39904 0.23063
PF13498 220 75 -0.06358 -140.56 0.37384 0.16777
PF13502 253 3937 -0.10548 -251.35 0.61948 0.80904
PF13503 158 1162 -0.10202 -115.18 0.51558 0.57413
PF13515 151 2942 -0.15852 -166.45 0.76108 0.96873
PF13526 197 142 -0.1536 -189.7 0.74804 0.95762
PF13548 173 572 -0.11929 -146.01 0.62742 0.83742
PF13552 504 276 -0.10997 -661.15 0.78253 0.92119
PF13553 253 78 -0.07277 -194.29 0.44547 0.3543
PF13559 100 338 -0.1187 -69.32 0.55439 0.66177
PF13562 150 407 -0.09055 -102.23 0.45082 0.36574
PF13564 107 5831 -0.16317 -86.48 0.72306 0.94412
PF13566 163 569 -0.12631 -97.39 0.59186 0.7648
PF13569 217 496 -0.08681 -146.09 0.46562 0.41853
PF13571 91 124 -0.14944 -22.12 0.59248 0.71965
PF13572 93 70 -0.15069 -30.44 0.60619 0.75058
PF13584 505 1525 -0.10055 -491.38 0.50258 0.454
PF13586 91 4143 -0.11328 -32.06 0.487 0.47786
PF13598 506 894 -0.05551 -375.76 0.34646 0.08506
PF13608 446 83 -0.05248 -250.69 0.32944 0.05885
PF13611 118 114 -0.06456 -60.49 0.2964 0.11358
PF13612 155 6671 -0.12574 -133.53 0.64162 0.85637
PF13618 237 347 -0.09199 -218.03 0.56582 0.694
PF13630 70 1238 -0.15039 -21.51 0.60542 0.76349
PF13644 175 554 -0.07414 -48.04 0.34493 0.13576
PF13651 364 132 -0.05523 -239.31 0.36197 0.12566
PF13663 55 540 -0.0525 -0.05 0.24687 0.06417
PF13664 105 694 -0.13097 -55.66 0.58003 0.72225
PF13665 108 536 -0.10373 -78.11 0.49789 0.51066
PF13681 146 33 -0.06646 -92.38 0.34505 0.15585
PF13687 222 387 -0.11048 -169.48 0.59367 0.77406
PF13694 196 17 -0.05949 -98.46 0.30889 0.10966
PF13695 113 183 -0.10479 -82.26 0.50399 0.52888
PF13700 166 610 -0.13381 -148.67 0.67415 0.90213
PF13707 170 1046 -0.13719 -164.22 0.70045 0.92626
PF13708 253 230 -0.08504 -164.81 0.45784 0.39573
PF13722 118 337 -0.14126 -54.39 0.60481 0.77185
PF13731 219 1517 -0.07891 -199.88 0.50211 0.52288
PF13737 109 389 -0.10096 -61.58 0.45617 0.3796
PF13751 133 1213 -0.1191 -48.95 0.50114 0.5253
PF13756 110 460 -0.05847 -40.7 0.26655 0.08193
PF13761 185 460 -0.12323 -178.44 0.6751 0.89991
PF13762 152 39 -0.08882 -88.11 0.42386 0.28861
PF13763 78 83 -0.15663 -18.95 0.61742 0.7518
PF13767 95 441 -0.19793 -68.68 0.74398 0.91608
PF13769 81 221 -0.15931 -60.38 0.6592 0.84493
PF13777 191 560 -0.14112 -163.84 0.69104 0.91826
PF13780 74 256 -0.15701 -51.81 0.65073 0.82921
PF13781 102 444 -0.153 -66.4 0.64508 0.8448
PF13782 109 155 -0.07857 -24.28 0.34152 0.15006
PF13785 134 688 -0.14699 -128.02 0.69636 0.92108
PF13787 120 467 -0.12927 -73.17 0.59321 0.75407
PF13789 113 271 -0.1428 -60.98 0.6187 0.79877
PF13791 188 307 -0.09369 -156.08 0.52241 0.59225
PF13795 157 1146 -0.14638 -198.78 0.76871 0.97214
PF13796 189 1147 -0.12934 -166.07 0.67066 0.89841
PF13797 83 235 -0.14946 -44.69 0.62354 0.79188
PF13799 82 126 -0.09664 -43.1 0.43194 0.31054
PF13800 90 212 -0.08467 -13.38 0.36622 0.17408
PF13803 248 405 -0.10081 -209.58 0.58077 0.73465
PF13804 169 10 -0.06422 -103.26 0.34464 0.14935
PF13808 88 773 -0.16002 -64.81 0.66109 0.8644
PF13822 59 457 -0.08374 -0.33 0.35293 0.1635
PF13827 89 675 -0.14896 -66.14 0.64487 0.84473
PF13828 63 2323 -0.19626 -61.63 0.72673 0.92638
PF13829 220 191 -0.1168 -176.37 0.62623 0.83384
PF13830 343 673 -0.09816 -345.71 0.59726 0.70812
PF13834 98 61 -0.07873 -39.84 0.36318 0.17651
PF13836 185 47 -0.05425 -61.46 0.25874 0.06828
PF13839 287 661 -0.09924 -285.81 0.61834 0.78205
PF13843 366 1147 -0.11105 -360.02 0.64179 0.79217
PF13845 241 264 -0.05905 -166.52 0.3816 0.17818
PF13852 201 421 -0.14715 -250.45 0.79177 0.98153
PF13858 159 1376 -0.159 -139.92 0.72736 0.94583
PF13862 201 283 -0.10259 -182.51 0.5998 0.77996
PF13864 126 241 -0.09788 -39.25 0.41502 0.26161
PF13868 349 464 -0.00617 -11.54 0.22361 0.0205
PF13875 183 1325 -0.15273 -199.47 0.76762 0.97103
PF13876 99 151 -0.18255 -98.21 0.73527 0.92521
PF13879 123 255 -0.03643 -2.55 0.23255 0.0459
PF13886 206 569 -0.11894 -198.74 0.6738 0.89451
PF13888 138 81 -0.07385 -90.1 0.38476 0.20172
PF13889 83 61 -0.06126 -23.22 0.26087 0.08133
PF13890 158 115 -0.08434 -84.26 0.40513 0.23805
PF13891 61 145 -0.06499 -8.19 0.26502 0.08589
PF13898 337 200 -0.08317 -296.17 0.49618 0.48731
PF13902 135 67 -0.07134 -50.72 0.3223 0.13338
PF13904 279 72 -0.05036 -69.8 0.25313 0.05097
PF13910 97 191 -0.07784 -36.04 0.35658 0.16741
PF13914 141 18 -0.06345 -64.27 0.28756 0.1035
PF13915 74 59 -0.10609 -16.66 0.43331 0.31271
PF13926 161 194 -0.06353 -85.64 0.3212 0.12783
PF13931 138 12 -0.06138 -57.63 0.27493 0.09125
PF13934 219 212 -0.12873 -174.81 0.65732 0.88073
PF13935 229 38 -0.06218 -78.28 0.3013 0.09477
PF13937 78 340 -0.18969 -46.1 0.7285 0.88496
PF13942 175 49 -0.07443 -49.57 0.33122 0.13455
PF13947 108 1823 -0.08504 -42.78 0.40241 0.20936
PF13952 77 232 -0.08139 -33.37 0.37644 0.19175
PF13957 105 132 -0.10756 -71.53 0.5043 0.52652
PF13960 114 1045 -0.13969 -25.7 0.55534 0.66515
PF13962 115 1022 -0.13822 -91.92 0.64832 0.86303
PF13963 73 393 -0.11743 -30.65 0.49916 0.5003
PF13965 672 119 -0.05369 -520.2 0.30379 0.02663
PF13966 85 4115 -0.1145 -22.9 0.48289 0.4632
PF13968 348 741 -0.06654 -235.07 0.40509 0.22742
PF13971 387 35 -0.05359 -221.06 0.34171 0.08284
PF13973 53 85 -0.15891 -27.65 0.65399 0.79965
PF13983 75 47 -0.13561 -48.14 0.59725 0.73947
PF13985 118 13 -0.06505 -29.21 0.26828 0.08686
PF13988 176 199 -0.09906 -103.91 0.47103 0.43436
PF13990 270 52 -0.07056 -186.49 0.42303 0.28796
PF13991 72 52 -0.14991 -20.84 0.60334 0.72624
PF13992 73 66 -0.11568 -41.3 0.50828 0.5247
PF13994 138 248 -0.088 -34.41 0.38473 0.19166
PF13996 70 27 -0.07978 -6.86 0.32345 0.1402
PF14002 166 33 -0.07533 -82.94 0.37389 0.17913
PF14003 61 86 -0.18503 -8.88 0.74195 0.86054
PF14004 71 117 -0.03938 -1.69 0.23421 0.05105
PF14005 134 80 -0.09884 -89.35 0.47044 0.42716
PF14007 87 144 -0.21521 -77.69 0.79941 0.94154
PF14009 184 296 -0.06739 -117.8 0.37622 0.17547
PF14012 68 289 -0.24851 -37.28 0.89166 0.97035
PF14014 177 803 -0.12995 -171.53 0.6894 0.91571
PF14015 135 422 -0.14464 -77.53 0.63388 0.83595
PF14017 104 272 -0.16725 -94.16 0.69842 0.90415
PF14018 69 448 -0.12423 -21.0 0.51236 0.53375
PF14019 108 304 -0.15737 -47.21 0.63132 0.81387
PF14020 55 237 -0.09135 -5.66 0.38927 0.21368
PF14022 478 109 -0.0566 -281.37 0.33069 0.06064
PF14024 128 388 -0.15152 -117.88 0.6927 0.91484
PF14025 188 290 -0.09252 -176.25 0.55475 0.67423
PF14027 328 577 -0.10446 -350.24 0.66169 0.82661
PF14030 192 380 -0.08722 -142.44 0.47455 0.44645
PF14034 101 71 -0.09076 -47.28 0.41008 0.25313
PF14035 66 303 -0.1198 -31.39 0.51383 0.53825
PF14036 76 67 -0.17886 -37.92 0.70492 0.85802
PF14037 116 14 -0.08913 -51.87 0.4048 0.2405
PF14039 91 190 -0.12571 -42.11 0.54209 0.62234
PF14041 87 202 -0.12072 -51.91 0.54186 0.62351
PF14042 204 53 -0.07026 -106.72 0.36822 0.16276
PF14043 74 31 -0.17967 -39.89 0.71253 0.86365
PF14044 56 64 -0.14894 -31.72 0.62332 0.76337
PF14045 282 60 -0.09716 -249.9 0.57299 0.69833
PF14049 85 34 -0.06443 -15.79 0.26352 0.08415
PF14053 68 221 -0.15654 -32.87 0.63617 0.79306
PF14054 317 1125 -0.08076 -293.82 0.5071 0.52197
PF14055 75 157 -0.00669 -0.11 0.22669 0.03879
PF14058 138 124 -0.12188 -76.67 0.54962 0.65665
PF14060 168 740 -0.07928 -121.3 0.42706 0.28944
PF14062 109 282 -0.14553 -97.65 0.66439 0.88022
PF14063 144 176 -0.15082 -129.86 0.69633 0.9192
PF14065 225 673 -0.08144 -187.14 0.48931 0.48783
PF14066 173 92 -0.09774 -124.23 0.49658 0.51486
PF14067 192 371 -0.08988 -171.04 0.53029 0.61111
PF14068 101 64 -0.15413 -54.41 0.63473 0.81615
PF14069 72 113 -0.15772 -36.91 0.64215 0.80239
PF14071 126 153 -0.07713 -32.94 0.34139 0.14785
PF14073 178 46 -0.01281 -13.7 0.22573 0.03396
PF14074 80 35 -0.09488 -34.06 0.41745 0.27366
PF14075 219 146 -0.11334 -139.64 0.56095 0.70149
PF14078 158 320 -0.1049 -135.53 0.56436 0.70146
PF14079 113 351 -0.1302 -78.77 0.60992 0.78601
PF14081 125 438 -0.13605 -113.74 0.66155 0.88187
PF14083 102 412 -0.0946 -38.22 0.41387 0.25702
PF14084 52 52 -0.19796 -41.97 0.80982 0.92214
PF14087 175 119 -0.07967 -94.49 0.394 0.2111
PF14088 146 617 -0.15306 -154.29 0.73621 0.9507
PF14089 179 101 -0.11591 -167.95 0.64209 0.85688
PF14092 590 879 -0.06212 -507.12 0.34796 0.09075
PF14093 205 637 -0.11003 -136.77 0.55268 0.6821
PF14094 212 279 -0.12277 -234.12 0.72377 0.93822
PF14096 79 154 -0.16267 -61.33 0.66889 0.85242
PF14100 308 800 -0.10587 -349.67 0.69134 0.87815
PF14101 139 97 -0.09867 -100.54 0.48541 0.47571
PF14102 118 173 -0.08201 -52.98 0.38656 0.20156
PF14103 204 868 -0.11222 -189.53 0.64073 0.85427
PF14104 109 370 -0.13406 -86.2 0.63131 0.82681
PF14105 57 315 -0.08382 -14.17 0.36904 0.18599
PF14106 125 607 -0.13692 -95.84 0.64433 0.85588
PF14107 149 433 -0.10002 -120.92 0.51676 0.57287
PF14108 124 270 -0.13691 -105.83 0.6541 0.86941
PF14109 136 586 -0.13909 -172.48 0.73716 0.95268
PF14110 86 407 -0.19632 -44.96 0.73719 0.89272
PF14112 122 209 -0.11287 -96.73 0.55863 0.6783
PF14117 59 341 -0.1542 -23.9 0.62498 0.76866
PF14118 90 41 -0.11484 -25.15 0.46582 0.4059
PF14119 96 220 -0.13563 -83.0 0.63548 0.82993
PF14120 61 58 -0.16018 -40.05 0.66154 0.82165
PF14123 174 190 -0.10175 -93.51 0.46689 0.4203
PF14124 179 188 -0.10527 -163.59 0.59966 0.78085
PF14126 165 498 -0.15308 -181.85 0.75432 0.96248
PF14127 153 236 -0.12748 -124.42 0.6415 0.85501
PF14129 84 772 -0.1886 -54.88 0.70876 0.89058
PF14130 205 286 -0.10897 -170.32 0.60357 0.79169
PF14132 303 59 -0.07141 -211.87 0.4254 0.29359
PF14133 252 89 -0.09617 -247.24 0.60425 0.76732
PF14135 232 336 -0.1039 -175.39 0.56487 0.70571
PF14136 158 252 -0.12271 -138.54 0.64267 0.85777
PF14137 136 413 -0.09293 -104.18 0.47196 0.43237
PF14143 72 101 -0.19435 -45.28 0.76679 0.90178
PF14144 77 221 -0.0724 -5.0 0.28661 0.10379
PF14145 57 170 -0.18815 -28.22 0.75598 0.88417
PF14148 71 16 -0.08669 -19.94 0.3808 0.20178
PF14150 81 112 -0.09472 -22.73 0.40656 0.2457
PF14151 59 63 -0.03526 -1.41 0.2326 0.04954
PF14154 88 62 -0.09127 -34.32 0.40422 0.2408
PF14155 112 423 -0.14537 -85.91 0.6513 0.8617
PF14158 251 127 -0.11383 -270.02 0.70693 0.91423
PF14160 109 41 -0.06324 -42.94 0.27446 0.09379
PF14163 147 194 -0.14074 -66.99 0.60511 0.77888
PF14164 64 46 -0.20664 -48.35 0.81686 0.93172
PF14165 86 69 -0.16031 -74.22 0.67147 0.86305
PF14166 80 63 -0.13856 -43.78 0.59726 0.73908
PF14167 232 21 -0.06388 -173.29 0.40264 0.23067
PF14168 55 172 -0.15784 -39.14 0.65609 0.81682
PF14173 97 163 -0.17751 -85.2 0.71313 0.90518
PF14175 309 234 -0.08415 -239.0 0.48199 0.46111
PF14176 110 36 -0.09814 -65.16 0.44693 0.35367
PF14177 138 54 -0.08799 -98.55 0.43928 0.33271
PF14178 59 51 -0.14845 -17.37 0.6022 0.71454
PF14179 103 42 -0.04248 -28.63 0.23755 0.05423
PF14182 77 38 -0.04457 -8.96 0.23689 0.05485
PF14184 127 107 -0.07317 -40.46 0.32378 0.13429
PF14189 84 75 -0.12837 -51.35 0.57205 0.69077
PF14190 104 146 -0.10273 -60.51 0.46227 0.39817
PF14191 100 219 -0.11744 -61.19 0.53561 0.61245
PF14194 56 44 -0.09435 -11.51 0.40194 0.241
PF14198 111 300 -0.16887 -66.53 0.66626 0.86414
PF14199 369 170 -0.07026 -252.74 0.40349 0.22701
PF14201 73 47 -0.13388 -31.06 0.56211 0.65592
PF14208 112 109 -0.13235 -78.75 0.61566 0.79465
PF14213 75 475 -0.13663 -46.45 0.59972 0.75144
PF14214 179 703 -0.08194 -92.92 0.40259 0.22082
PF14216 81 454 -0.1213 -39.06 0.52767 0.5855
PF14217 67 50 -0.14011 -38.67 0.60002 0.7357
PF14218 130 273 -0.10966 -88.93 0.52299 0.58688
PF14219 176 564 -0.16288 -176.07 0.75814 0.96382
PF14221 173 322 -0.08447 -127.64 0.44886 0.36162
PF14222 581 175 -0.07427 -541.1 0.37613 0.15041
PF14223 146 4463 -0.12394 -79.44 0.55992 0.71239
PF14224 429 198 -0.07809 -425.43 0.46304 0.37044
PF14225 299 171 -0.10918 -304.4 0.67568 0.86211
PF14230 83 427 -0.13148 -64.95 0.60895 0.77644
PF14233 194 155 -0.06988 -123.2 0.38303 0.18734
PF14235 160 245 -0.13157 -117.1 0.63885 0.8517
PF14236 309 124 -0.08018 -268.85 0.4922 0.48386
PF14238 237 2105 -0.07946 -170.83 0.46817 0.41642
PF14240 194 406 -0.0789 -140.52 0.43686 0.32481
PF14242 77 407 -0.12521 -29.3 0.52729 0.57912
PF14245 139 34 -0.07105 -86.12 0.36874 0.17924
PF14248 120 636 -0.14916 -112.91 0.688 0.91118
PF14251 118 355 -0.11515 -93.38 0.56829 0.70099
PF14253 357 119 -0.06377 -211.64 0.37225 0.15141
PF14256 126 292 -0.1362 -104.87 0.65112 0.86529
PF14260 74 431 -0.16882 -9.96 0.64407 0.78768
PF14264 329 479 -0.07885 -263.74 0.46402 0.40241
PF14266 471 114 -0.06561 -425.28 0.39226 0.19109
PF14270 101 397 -0.15069 -94.18 0.67339 0.88885
PF14271 104 286 -0.15394 -77.59 0.6568 0.86263
PF14273 181 298 -0.09826 -206.05 0.63762 0.83954
PF14275 93 251 -0.13218 -61.99 0.60106 0.75995
PF14276 107 425 -0.17933 -135.04 0.75788 0.95383
PF14284 153 462 -0.11597 -96.02 0.54334 0.64793
PF14287 67 598 -0.11141 -9.14 0.44643 0.34653
PF14288 142 131 -0.07624 -66.79 0.37217 0.17825
PF14289 103 2348 -0.1307 -85.87 0.63209 0.84252
PF14290 240 17 -0.05926 -109.7 0.32286 0.10755
PF14291 237 2021 -0.09609 -156.63 0.50718 0.55145
PF14293 60 91 -0.03379 -0.27 0.23217 0.04869
PF14294 74 349 -0.13334 -12.67 0.52954 0.57489
PF14296 467 589 -0.07499 -368.06 0.3994 0.20678
PF14297 93 265 -0.1315 -55.62 0.58834 0.73205
PF14298 436 581 -0.08827 -441.77 0.50526 0.47125
PF14299 164 676 -0.11481 -182.77 0.67699 0.89972
PF14301 98 513 -0.16537 -53.75 0.65406 0.8445
PF14302 76 445 -0.13151 -38.01 0.56584 0.67594
PF14303 160 456 -0.04874 -13.35 0.24061 0.05204
PF14308 223 283 -0.14824 -206.36 0.7409 0.95239
PF14309 182 626 -0.08937 -127.81 0.46965 0.42943
PF14316 149 993 -0.16798 -89.37 0.67998 0.90419
PF14321 153 792 -0.11779 -161.14 0.65998 0.88282
PF14325 125 403 -0.1657 -132.72 0.73781 0.94659
PF14326 81 1335 -0.14081 -65.9 0.63635 0.83584
PF14328 157 61 -0.12481 -113.2 0.61509 0.80707
PF14329 216 1110 -0.14603 -269.58 0.79448 0.98271
PF14330 98 214 -0.13739 -78.59 0.6332 0.82547
PF14332 157 2061 -0.143 -155.15 0.71649 0.93948
PF14333 76 290 -0.17888 -44.9 0.69838 0.8635
PF14334 160 580 -0.11022 -141.63 0.59888 0.78132
PF14335 257 386 -0.1092 -220.37 0.62034 0.81246
PF14339 229 591 -0.09917 -223.83 0.61319 0.79629
PF14340 130 479 -0.14649 -121.44 0.68672 0.91128
PF14342 151 196 -0.12864 -132.11 0.65386 0.87362
PF14343 58 767 -0.14913 -36.54 0.62484 0.7925
PF14345 172 739 -0.09722 -143.01 0.52779 0.60952
PF14348 196 229 -0.1142 -139.55 0.58383 0.75258
PF14350 347 482 -0.11285 -427.35 0.75258 0.92644
PF14351 315 251 -0.06617 -239.53 0.42178 0.27919
PF14352 137 516 -0.10213 -121.54 0.53742 0.62999
